area_fips,area_title,change,pct_change,abs_avg_annual_pct_change
1069,"Houston County, Alabama",120.6602763,0.195135896,0.007155878
1071,"Jackson County, Alabama",-12.21960153,-0.019420249,-0.000784144
1073,"Jefferson County, Alabama",270.955605,0.340377505,0.011786977
1075,"Lamar County, Alabama",120.4996044,0.215755629,0.007845246
1077,"Lauderdale County, Alabama",69.93954332,0.126459128,0.00477453
1079,"Lawrence County, Alabama",-130.8982577,-0.174787772,-0.007655136
1081,"Lee County, Alabama",21.32745199,0.032135504,0.001265999
1083,"Limestone County, Alabama",-125.6694939,-0.134309705,-0.005752513
1085,"Lowndes County, Alabama",160.2608871,0.23822145,0.008583672
1087,"Macon County, Alabama",223.7398487,0.385585411,0.013130365
1089,"Madison County, Alabama",195.3029639,0.227706236,0.008239664
1091,"Marengo County, Alabama",169.6197266,0.297902359,0.010484557
1093,"Marion County, Alabama",30.24635251,0.053462055,0.002085449
1095,"Marshall County, Alabama",79.12623035,0.142602218,0.005346575
1097,"Mobile County, Alabama",125.8079406,0.177897841,0.006570748
1099,"Monroe County, Alabama",73.00763523,0.107365375,0.004087678
1101,"Montgomery County, Alabama",131.0742001,0.195363183,0.007163539
1103,"Morgan County, Alabama",116.2608871,0.172817196,0.006396721
1105,"Perry County, Alabama",83.60519196,0.180809106,0.006670142
1107,"Pickens County, Alabama",199.9120011,0.420789415,0.01414765
1109,"Pike County, Alabama",186.6327341,0.345381273,0.011937791
1111,"Randolph County, Alabama",39.4460471,0.073244374,0.002831448
1113,"Russell County, Alabama",77.606719,0.129691829,0.004889711
1115,"St. Clair County, Alabama",88.43303954,0.15581076,0.005808889
1117,"Shelby County, Alabama",271.1147498,0.376608286,0.012866985
1119,"Sumter County, Alabama",131.1927952,0.240364719,0.008653445
1121,"Talladega County, Alabama",136.0206428,0.208947705,0.00761889
1123,"Tallapoosa County, Alabama",17.11322279,0.029309146,0.001156182
1125,"Tuscaloosa County, Alabama",91.62125361,0.129889445,0.004896742
1127,"Walker County, Alabama",-30.56543341,-0.043443626,-0.001775045
1129,"Washington County, Alabama",187.3305061,0.200210125,0.007326575
1131,"Wilcox County, Alabama",111.8875131,0.167217793,0.006204085
1133,"Winston County, Alabama",96.3389325,0.193195216,0.007090409
2000,Alaska -- Statewide,51.67786501,0.051816623,0.002022795
2013,"Aleutian East Borough, Alaska",-68.47132638,-0.088639311,-0.003705778
2016,"Aleutian West Census Area, Alaska",66.5562158,0.078260571,0.003018513
2020,"Anchorage Borough, Alaska",52.0917888,0.049615565,0.001938836
2050,"Bethel Census Area, Alaska",3.101742269,0.004141741,0.000165341
2060,"Bristol Bay Borough, Alaska",192.8484904,0.255039483,0.009128091
2070,"Dillingham Census Area, Alaska",57.36800172,0.08050158,0.003101815
2090,"Fairbanks North Star Borough, Alaska",4.397070943,0.004745367,0.000189384
2100,"Haines Borough, Alaska",-83.47132638,-0.108057508,-0.004563699
2110,"Juneau Borough, Alaska",6.877559598,0.007089373,0.000282614
2122,"Kenai Peninsula Borough, Alaska",-93.26857769,-0.091685303,-0.003839187
2130,"Ketchikan Gateway Borough, Alaska",-64.42924959,-0.067294006,-0.002782731
2150,"Kodiak Island Borough, Alaska",66.16830713,0.089436973,0.003432318
2170,"Matanuska-Susitna Borough, Alaska",-75.19053231,-0.089173834,-0.003729158
2180,"Nome Census Area, Alaska",16.5562158,0.019467737,0.000771524
2185,"North Slope Borough, Alaska",272.7000348,0.152833066,0.00570511
2188,"Northwest Arctic Borough, Alaska",259.5041855,0.268500061,0.009558802
2220,"Sitka Borough, Alaska",-37.37721934,-0.044423855,-0.001815982
2240,"Southeast Fairbanks Census Area, Alaska",500.0887347,0.642860898,0.02005604
2261,"Valdez-Cordova Census Area, Alaska",-21.00079119,-0.018801053,-0.000758913
2270,"Wade Hampton Census Area, Alaska",-144.9663496,-0.23307748,-0.010558642
2290,"Yukon-Koyukuk Census Area, Alaska",-123.7375858,-0.153000909,-0.006620215
4000,Arizona -- Statewide,196.048185,0.268945328,0.009572975
4001,"Apache County, Arizona",14.43456659,0.02051631,0.000812677
4003,"Cochise County, Arizona",93.68781848,0.134548585,0.005062164
4005,"Coconino County, Arizona",171.3664747,0.297184376,0.010462192
4007,"Gila County, Arizona",81.43456659,0.115745548,0.004390524
4009,"Graham County, Arizona",185.1132228,0.317036162,0.011076248
4011,"Greenlee County, Arizona",544.0512391,0.543535554,0.017514637
4012,"La Paz County, Arizona",25.17978765,0.043804632,0.001716365
4013,"Maricopa County, Arizona",209.9020477,0.27045819,0.009621093
4015,"Mohave County, Arizona",84.80641359,0.148472279,0.005552663
4017,"Navajo County, Arizona",48.58070388,0.074008647,0.002860004
4019,"Pima County, Arizona",158.9540779,0.240822756,0.008668341
4021,"Pinal County, Arizona",66.00763523,0.097071142,0.003712636
4023,"Santa Cruz County, Arizona",199.8064136,0.349805072,0.012070677
4025,"Yavapai County, Arizona",92.5531617,0.160002883,0.005954558
4027,"Yuma County, Arizona",112.3259249,0.212869895,0.007749447
5000,Arkansas -- Statewide,172.4735893,0.279750529,0.009915442
5001,"Arkansas County, Arkansas",102.5531617,0.177290556,0.006549984
5003,"Ashley County, Arkansas",34.11474983,0.04738915,0.001853738
5005,"Baxter County, Arkansas",60.64574169,0.118598292,0.004493119
5007,"Benton County, Arkansas",635.700826,0.952647404,0.02712891
5009,"Boone County, Arkansas",117.699299,0.221530479,0.008036302
5011,"Bradley County, Arkansas",-33.20659397,-0.055325274,-0.002273995
5013,"Calhoun County, Arkansas",233.8614979,0.321618918,0.011216739
5015,"Carroll County, Arkansas",3.712306558,0.007390797,0.000294588
5017,"Chicot County, Arkansas",63.72531412,0.134647629,0.005065673
5019,"Clark County, Arkansas",87.45905467,0.171642839,0.006356393
5021,"Clay County, Arkansas",56.41850493,0.122494077,0.004632821
5023,"Cleburne County, Arkansas",57.71230656,0.114898906,0.004360027
5025,"Cleveland County, Arkansas",63.60519196,0.137556025,0.005168596
5027,"Columbia County, Arkansas",85.54015414,0.140816146,0.005283667
5029,"Conway County, Arkansas",57.79340603,0.096289189,0.00368401
5031,"Craighead County, Arkansas",79.8599709,0.135094845,0.005081516
5033,"Crawford County, Arkansas",81.37948224,0.148605612,0.005557333
5035,"Crittenden County, Arkansas",72.13923791,0.137183154,0.005155415
5037,"Cross County, Arkansas",55.57917683,0.106796605,0.004067044
5039,"Dallas County, Arkansas",18.81942116,0.034710615,0.001365803
5041,"Desha County, Arkansas",69.69929899,0.13118616,0.004942847
5043,"Drew County, Arkansas",33.12623035,0.05970048,0.002322144
5045,"Faulkner County, Arkansas",158.0596655,0.280277284,0.009932066
5047,"Franklin County, Arkansas",142.8324287,0.278334869,0.009870731
5049,"Fulton County, Arkansas",92.88445898,0.233897819,0.008442564
5051,"Garland County, Arkansas",87.51261197,0.165277991,0.006137143
5053,"Grant County, Arkansas",112.6327341,0.208437374,0.007601873
5055,"Greene County, Arkansas",97.05966549,0.172109813,0.006372433
5057,"Hempstead County, Arkansas",90.3924898,0.174298459,0.006447533
5059,"Hot Spring County, Arkansas",5.28690225,0.008600601,0.000342612
5061,"Howard County, Arkansas",5.632734131,0.0104239,0.000414884
5063,"Independence County, Arkansas",37.23334495,0.062601601,0.002431762
5065,"Izard County, Arkansas",52.15224548,0.10496625,0.004000573
5067,"Jackson County, Arkansas",119.1797876,0.207334024,0.007565057
5069,"Jefferson County, Arkansas",54.58070388,0.083149146,0.003200016
5071,"Johnson County, Arkansas",71.15224548,0.14320734,0.005367866
5073,"Lafayette County, Arkansas",107.3389325,0.215254287,0.007828618
5075,"Lawrence County, Arkansas",76.16525304,0.162803754,0.006051602
5077,"Lee County, Arkansas",134.978566,0.289640253,0.010226469
5079,"Lincoln County, Arkansas",93.69929899,0.17635832,0.006518091
5081,"Little River County, Arkansas",233.3695288,0.274995462,0.009765075
5083,"Logan County, Arkansas",75.2853752,0.157265668,0.005859502
5085,"Lonoke County, Arkansas",60.57917683,0.116404214,0.004414234
5087,"Madison County, Arkansas",100.2188103,0.205458539,0.007502404
5089,"Marion County, Arkansas",567.2318179,1.236423623,0.032718989
5091,"Miller County, Arkansas",20.64726874,0.031894928,0.001256663
5093,"Mississippi County, Arkansas",183.7398487,0.316650813,0.011064413
5095,"Monroe County, Arkansas",99.68476438,0.23493091,0.008476323
5097,"Montgomery County, Arkansas",26.11169574,0.05829957,0.002269108
5099,"Nevada County, Arkansas",220.5791768,0.423847715,0.014234879
5101,"Newton County, Arkansas",34.25783303,0.08548597,0.0032865
5103,"Ouachita County, Arkansas",-45.3397237,-0.073324941,-0.003041458
5105,"Perry County, Arkansas",25.52561953,0.05100285,0.001991773
5107,"Phillips County, Arkansas",67.89899359,0.134693232,0.005067289
5109,"Pike County, Arkansas",100.0581384,0.233812458,0.008439773
5111,"Poinsett County, Arkansas",152.3519401,0.324395974,0.011301646
5113,"Polk County, Arkansas",81.85844385,0.179852713,0.006637516
5115,"Pope County, Arkansas",84.52714658,0.13280558,0.005000355
5117,"Prairie County, Arkansas",112.6587493,0.233566482,0.008431731
5119,"Pulaski County, Arkansas",168.9280628,0.235252283,0.00848682
5121,"Randolph County, Arkansas",10.40549737,0.021253297,0.000841578
5123,"St. Francis County, Arkansas",106.6327341,0.197333815,0.007229901
5125,"Saline County, Arkansas",-24.77966261,-0.039725025,-0.00162011
5127,"Scott County, Arkansas",37.79187899,0.081411499,0.003135591
5129,"Searcy County, Arkansas",75.0175887,0.197944777,0.007250454
5131,"Sebastian County, Arkansas",123.4605817,0.191251809,0.007024746
5133,"Sevier County, Arkansas",90.3389325,0.181162995,0.006682209
5135,"Sharp County, Arkansas",50.79187899,0.109416179,0.004161994
5137,"Stone County, Arkansas",57.75132925,0.139076494,0.005222303
5139,"Union County, Arkansas",375.8339558,0.578948882,0.018438299
5141,"Van Buren County, Arkansas",382.8584438,0.841185426,0.024716906
5143,"Washington County, Arkansas",146.5937114,0.23365037,0.008434474
5145,"White County, Arkansas",104.6862914,0.186835142,0.006875135
5147,"Woodruff County, Arkansas",84.65874926,0.175516295,0.006489263
5149,"Yell County, Arkansas",39.84543629,0.082299,0.003168508
6000,California -- Statewide,299.3435136,0.330161994,0.011477395
6001,"Alameda County, California",383.3840634,0.401190529,0.01358433
6003,"Alpine County, California",236.1116957,0.527166469,0.017080798
6005,"Amador County, California",24.40855146,0.032049403,0.001262658
6007,"Butte County, California",108.4735893,0.175943135,0.006503879
6009,"Calaveras County, California",48.34045955,0.076167546,0.002940561
6011,"Colusa County, California",143.7268412,0.235898856,0.008507929
6013,"Contra Costa County, California",337.3840634,0.353054036,0.012168007
6015,"Del Norte County, California",-17.75212044,-0.025296853,-0.001024368
6017,"El Dorado County, California",206.9540779,0.313544969,0.010968905
6019,"Fresno County, California",80.94107037,0.117466108,0.004452431
6021,"Glenn County, California",89.16678009,0.147667894,0.005524483
6023,"Humboldt County, California",24.63426118,0.036421509,0.001431981
6025,"Imperial County, California",66.606719,0.11130927,0.004230477
6027,"Inyo County, California",145.327452,0.218974632,0.007951851
6029,"Kern County, California",89.46210876,0.114469317,0.004344544
6031,"Kings County, California",-15.15150962,-0.020037664,-0.000809318
6033,"Lake County, California",73.22033739,0.117381732,0.004449398
6035,"Lassen County, California",59.04818497,0.081004236,0.003120477
6037,"Los Angeles County, California",155.1308115,0.161113071,0.00599305
6039,"Madera County, California",105.4070244,0.168491381,0.006247978
6041,"Marin County, California",347.2899563,0.391661241,0.013307696
6043,"Mariposa County, California",49.98009306,0.083020665,0.003195256
6045,"Mendocino County, California",-11.11248693,-0.016607801,-0.000669666
6047,"Merced County, California",112.8469633,0.181966316,0.006709586
6049,"Modoc County, California",54.48659684,0.092741028,0.00355387
6051,"Mono County, California",70.31291738,0.126305998,0.004769066
6053,"Monterey County, California",136.1813147,0.191583758,0.007035969
6055,"Napa County, California",205.6082461,0.279970799,0.009922394
6057,"Nevada County, California",123.3940169,0.188501205,0.006931634
6059,"Orange County, California",295.2103839,0.319218965,0.011143223
6061,"Placer County, California",240.9150552,0.322473444,0.011242884
6063,"Plumas County, California",66.00763523,0.097071142,0.003712636
6065,"Riverside County, California",107.6618034,0.142723521,0.005350844
6067,"Sacramento County, California",231.7964601,0.265759596,0.00947147
6069,"San Benito County, California",123.5011315,0.177827693,0.00656835
6071,"San Bernardino County, California",56.66180335,0.075114589,0.002901291
6073,"San Diego County, California",303.1292844,0.366598162,0.012571346
6075,"San Francisco County, California",952.8125218,0.854396718,0.025010009
6077,"San Joaquin County, California",59.84849038,0.079148808,0.00305155
6079,"San Luis Obispo County, California",88.74137578,0.123895717,0.00468297
6081,"San Mateo County, California",1041.171361,1.028999696,0.028706015
6083,"Santa Barbara County, California",128.8890401,0.160088542,0.005957529
6085,"Santa Clara County, California",1083.439148,0.974700706,0.027590431
6087,"Santa Cruz County, California",90.59523849,0.118672614,0.004495789
6089,"Shasta County, California",29.92806281,0.041678363,0.001634664
6091,"Sierra County, California",-208.4177691,-0.263015012,-0.012133301
6093,"Siskiyou County, California",75.42003198,0.126420658,0.004773157
6095,"Solano County, California",224.1292844,0.271057228,0.00964013
6097,"Sonoma County, California",167.6618034,0.222263441,0.008060489
6099,"Stanislaus County, California",126.2478796,0.179903809,0.00663926
6101,"Sutter County, California",111.5937114,0.177865147,0.00656963
6103,"Tehama County, California",86.7138336,0.135854164,0.005108401
6105,"Trinity County, California",28.40702441,0.045408158,0.001777874
6107,"Tulare County, California",81.35346711,0.134324994,0.00505424
6109,"Tuolumne County, California",98.39401685,0.150310293,0.005616985
6111,"Ventura County, California",222.8224753,0.273677998,0.009723318
6113,"Yolo County, California",214.955605,0.27002967,0.009607469
6115,"Yuba County, California",132.1017423,0.176394778,0.006519339
8000,Colorado -- Statewide,282.2088569,0.357773866,0.012309
8001,"Adams County, Colorado",143.2088569,0.181554849,0.006695565
8003,"Alamosa County, Colorado",164.2058028,0.317739254,0.011097832
8005,"Arapahoe County, Colorado",367.7298953,0.417272631,0.01404712
8007,"Archuleta County, Colorado",107.8454363,0.222750015,0.008076538
8009,"Baca County, Colorado",71.11169574,0.158771049,0.005911806
8011,"Bent County, Colorado",-37.91279234,-0.059062217,-0.002432168
8013,"Boulder County, Colorado",420.5286736,0.544393894,0.017537265
8015,"Chaffee County, Colorado",82.69929899,0.155654413,0.005803446
8017,"Cheyenne County, Colorado",135.1667801,0.22384787,0.008112727
8019,"Clear Creek County, Colorado",381.327452,0.574571682,0.018325215
8021,"Conejos County, Colorado",52.64574169,0.102953561,0.003927357
8023,"Costilla County, Colorado",23.15224548,0.046598269,0.001823467
8025,"Crowley County, Colorado",64.51413901,0.096942915,0.003707943
8027,"Custer County, Colorado",157.6977719,0.398929631,0.01351886
8029,"Delta County, Colorado",128.0856806,0.253176626,0.009068134
8031,"Denver County, Colorado",426.0236969,0.461575986,0.015296423
8033,"Dolores County, Colorado",666.3259249,1.262760398,0.033202725
8035,"Douglas County, Colorado",502.3014369,0.695998943,0.021355714
8037,"Eagle County, Colorado",192.420032,0.32253854,0.011244875
8039,"Elbert County, Colorado",173.7123066,0.345842251,0.011951658
8041,"El Paso County, Colorado",171.7413758,0.239775648,0.00863428
8043,"Fremont County, Colorado",94.84696333,0.152941222,0.005708884
8045,"Garfield County, Colorado",232.8875131,0.348054352,0.012018138
8047,"Gilpin County, Colorado",207.0191157,0.401993787,0.013607566
8049,"Grand County, Colorado",127.165253,0.271816606,0.009664251
8051,"Gunnison County, Colorado",181.791879,0.391617188,0.013306413
8053,"Hinsdale County, Colorado",116.3649476,0.264084636,0.009418003
8055,"Huerfano County, Colorado",39.59218439,0.080568894,0.003104315
8057,"Jackson County, Colorado",-18.09947937,-0.028276041,-0.001146682
8059,"Jefferson County, Colorado",158.676338,0.184223823,0.006786426
8061,"Kiowa County, Colorado",164.0321233,0.337536967,0.011701122
8063,"Kit Carson County, Colorado",149.2853752,0.311846281,0.010916576
8065,"Lake County, Colorado",-10.21960153,-0.016241709,-0.000654788
8067,"La Plata County, Colorado",274.4996044,0.49149402,0.016119675
8069,"Larimer County, Colorado",198.8079406,0.281122982,0.009958742
8071,"Las Animas County, Colorado",233.8989936,0.463992316,0.01536351
8073,"Lincoln County, Colorado",179.5921844,0.365464648,0.012537737
8075,"Logan County, Colorado",120.7528563,0.219053936,0.007954474
8077,"Mesa County, Colorado",152.1537725,0.240427715,0.008655494
8079,"Mineral County, Colorado",60.60519196,0.131068063,0.00493865
8081,"Moffat County, Colorado",-1.443784203,-0.001697683,-6.80E-05
8083,"Montezuma County, Colorado",82.17978765,0.142966072,0.005359378
8085,"Montrose County, Colorado",110.8064136,0.193990998,0.007117267
8087,"Morgan County, Colorado",227.3259249,0.430807454,0.014432718
8089,"Otero County, Colorado",138.8454363,0.286779154,0.010136725
8091,"Ouray County, Colorado",157.699299,0.296817412,0.010450756
8093,"Park County, Colorado",66.11322279,0.113229526,0.004299829
8095,"Phillips County, Colorado",200.2188103,0.410468494,0.013851938
8097,"Pitkin County, Colorado",229.700826,0.344224652,0.011902978
8099,"Prowers County, Colorado",99.76586386,0.191036658,0.007017471
8101,"Pueblo County, Colorado",114.4070244,0.182877732,0.006740625
8103,"Rio Blanco County, Colorado",274.8484904,0.363483359,0.012478929
8105,"Rio Grande County, Colorado",66.61972657,0.117003925,0.004435811
8107,"Routt County, Colorado",259.6732839,0.440627035,0.014710285
8109,"Saguache County, Colorado",63.84543629,0.131869946,0.004967139
8111,"San Juan County, Colorado",-483.9893107,-0.508397841,-0.028003835
8113,"San Miguel County, Colorado",296.8989936,0.58896727,0.018695993
8115,"Sedgwick County, Colorado",217.3113903,0.516561146,0.01679733
8117,"Summit County, Colorado",119.2723676,0.234914076,0.008475773
8119,"Teller County, Colorado",212.0321233,0.436308928,0.014588451
8121,"Washington County, Colorado",272.2058028,0.526719929,0.017068901
8123,"Weld County, Colorado",224.8079406,0.317888101,0.011102401
8125,"Yuma County, Colorado",204.6457417,0.400203457,0.013555759
9000,Connecticut -- Statewide,386.491178,0.38823481,0.013207783
9001,"Fairfield County, Connecticut",740.026751,0.619283111,0.019466388
9003,"Hartford County, Connecticut",404.2379261,0.403124467,0.013640251
9005,"Litchfield County, Connecticut",-24.05740259,-0.029158459,-0.00118298
9007,"Middlesex County, Connecticut",76.03670445,0.085055734,0.003270591
9009,"New Haven County, Connecticut",161.7964601,0.1855031,0.006829908
9011,"New London County, Connecticut",188.9961547,0.223663071,0.008106637
9013,"Tolland County, Connecticut",35.27542173,0.045240874,0.001771462
9015,"Windham County, Connecticut",33.10174227,0.044200587,0.001731562
10000,Delaware -- Statewide,238.236399,0.274857411,0.009760701
10001,"Kent County, Delaware",75.00763523,0.110306584,0.004194218
10003,"New Castle County, Delaware",333.5171931,0.355758197,0.012248844
10005,"Sussex County, Delaware",91.54015414,0.150693342,0.005630378
11000,District of Columbia,616.6128272,0.539758185,0.017414917
11001,District of Columbia,616.6128272,0.539758185,0.017414917
12000,Florida -- Statewide,174.1813147,0.245043241,0.008805351
12001,"Alachua County, Florida",173.7803985,0.276184019,0.00980271
12003,"Baker County, Florida",38.69929899,0.072838788,0.002816287
12005,"Bay County, Florida",123.4865968,0.210185157,0.007660125
12007,"Bradford County, Florida",99.12623035,0.178646452,0.006596329
12009,"Brevard County, Florida",72.20885687,0.091543696,0.003509862
12011,"Broward County, Florida",168.8484904,0.223299813,0.008094665
12013,"Calhoun County, Florida",17.07267305,0.031915874,0.001257476
12015,"Charlotte County, Florida",39.35346711,0.064977615,0.002521324
12017,"Citrus County, Florida",54.72684117,0.089823161,0.003446544
12019,"Clay County, Florida",90.36647468,0.156713876,0.005840313
12021,"Collier County, Florida",223.9800931,0.372047652,0.012732548
12023,"Columbia County, Florida",101.6197266,0.178474266,0.006590446
12027,"DeSoto County, Florida",128.4054974,0.262269075,0.009359971
12029,"Dixie County, Florida",55.00610819,0.101115305,0.003860375
12031,"Duval County, Florida",222.3419866,0.288509277,0.010191016
12033,"Escambia County, Florida",101.700826,0.152406642,0.005690228
12035,"Flagler County, Florida",32.17978765,0.055982352,0.002181234
12037,"Franklin County, Florida",59.3389325,0.118996522,0.004507421
12039,"Gadsden County, Florida",50.4996044,0.090419998,0.003468519
12041,"Gilchrist County, Florida",42.56616927,0.077472785,0.00298919
12043,"Glades County, Florida",145.1262303,0.26154819,0.009336907
12045,"Gulf County, Florida",-98.63199828,-0.138405234,-0.005941091
12047,"Hamilton County, Florida",-191.8286388,-0.189586093,-0.008373155
12049,"Hardee County, Florida",101.6717568,0.224278452,0.008126912
12051,"Hendry County, Florida",120.1262303,0.216492898,0.007869686
12053,"Hernando County, Florida",42.99310062,0.075030686,0.00289816
12055,"Highlands County, Florida",68.76586386,0.13167631,0.004960261
12057,"Hillsborough County, Florida",251.1147498,0.34882608,0.012041306
12059,"Holmes County, Florida",78.92500871,0.176932153,0.006537726
12061,"Indian River County, Florida",89.59371144,0.142800149,0.00535354
12063,"Jackson County, Florida",94.63273413,0.175126696,0.006475917
12065,"Jefferson County, Florida",91.77887142,0.186080575,0.006849521
12067,"Lafayette County, Florida",32.15224548,0.06471247,0.002511339
12069,"Lake County, Florida",64.11322279,0.109804204,0.00417604
12071,"Lee County, Florida",120.0872077,0.187077137,0.006883346
12073,"Leon County, Florida",112.140765,0.169432953,0.006280399
12075,"Levy County, Florida",37.01911575,0.071884446,0.002780589
12077,"Liberty County, Florida",86.37948224,0.157736022,0.005875851
12079,"Madison County, Florida",65.88598602,0.123587046,0.004671931
12081,"Manatee County, Florida",113.9135282,0.186411471,0.006860755
12083,"Marion County, Florida",72.8599709,0.12325332,0.004659993
12085,"Martin County, Florida",60.31444442,0.087073339,0.003345146
12086,"Miami-Dade County, Florida",183.5822309,0.231673542,0.008369786
12087,"Monroe County, Florida",112.5401541,0.185263528,0.006821768
12089,"Nassau County, Florida",83.36800172,0.116986049,0.004435168
12091,"Okaloosa County, Florida",219.2999098,0.374423555,0.012802637
12093,"Okeechobee County, Florida",105.0061082,0.193028102,0.007084767
12095,"Orange County, Florida",141.1017423,0.188412432,0.006928626
12097,"Osceola County, Florida",115.3129174,0.207141356,0.007558625
12099,"Palm Beach County, Florida",206.5822309,0.260698635,0.00930971
12101,"Pasco County, Florida",98.68629143,0.176126855,0.006510168
12103,"Pinellas County, Florida",177.7543833,0.258647533,0.009243974
12105,"Polk County, Florida",84.83395577,0.130681444,0.004924908
12107,"Putnam County, Florida",22.27389469,0.034601509,0.00136158
12109,"St. Johns County, Florida",244.9931006,0.427556982,0.014340435
12111,"St. Lucie County, Florida",56.90052063,0.088893246,0.003412281
12113,"Santa Rosa County, Florida",73.36647468,0.127232413,0.004802111
12115,"Sarasota County, Florida",152.9005206,0.238869934,0.008604795
12117,"Seminole County, Florida",158.0742001,0.235606084,0.008498372
12119,"Sumter County, Florida",137.1927952,0.251357611,0.009009505
12121,"Suwannee County, Florida",50.69929899,0.095424867,0.003652345
12123,"Taylor County, Florida",45.19432226,0.066286222,0.00257057
12125,"Union County, Florida",14.35346711,0.023699413,0.000937357
12127,"Volusia County, Florida",104.4865968,0.177845469,0.006568957
12129,"Wakulla County, Florida",4.28690225,0.006973826,0.000278023
12131,"Walton County, Florida",116.9655584,0.236277618,0.008520291
12133,"Washington County, Florida",46.87297846,0.08338503,0.003208754
13000,Georgia -- Statewide,227.4085515,0.298596514,0.010506169
13001,"Appling County, Georgia",95.6633304,0.107446243,0.004090611
13003,"Atkinson County, Georgia",85.89899359,0.170400361,0.006313683
13005,"Bacon County, Georgia",88.47206223,0.184114294,0.006782702
13007,"Baker County, Georgia",144.3259249,0.27351339,0.009718098
13009,"Baldwin County, Georgia",44.47358928,0.072135741,0.002789992
13011,"Banks County, Georgia",155.5646422,0.376273193,0.012857122
13013,"Barrow County, Georgia",38.6602763,0.062522712,0.002428785
13015,"Bartow County, Georgia",100.6342612,0.148786752,0.005563676
13017,"Ben Hill County, Georgia",-19.75364749,-0.034915634,-0.00142058
13019,"Berrien County, Georgia",52.17978765,0.09077584,0.003481616
13021,"Bibb County, Georgia",50.48812389,0.069782025,0.00270184
13023,"Bleckley County, Georgia",-22.24714371,-0.040357839,-0.001646436
13025,"Brantley County, Georgia",7.699298995,0.014491415,0.000575662
13027,"Brooks County, Georgia",141.2983828,0.314204747,0.010989212
13029,"Bryan County, Georgia",124.5921844,0.253541316,0.009079878
13031,"Bulloch County, Georgia",55.56616927,0.101133505,0.003861039
13033,"Burke County, Georgia",512.0091623,0.627469254,0.019672042
13035,"Butts County, Georgia",79.07267305,0.147819468,0.005529794
13037,"Calhoun County, Georgia",74.67175682,0.16471896,0.006117831
13039,"Camden County, Georgia",116.1017423,0.155030061,0.005781705
13043,"Candler County, Georgia",4.459054667,0.008751121,0.000348583
13045,"Carroll County, Georgia",112.4735893,0.182431097,0.006725418
13047,"Catoosa County, Georgia",35.73984873,0.061592802,0.002393677
13049,"Charlton County, Georgia",107.3924898,0.207078547,0.007556528
13051,"Chatham County, Georgia",111.9816201,0.151732834,0.0056667
13053,"Chattahoochee County, Georgia",142.7153607,0.184318987,0.006789663
13055,"Chattooga County, Georgia",50.56616927,0.092033228,0.003527861
13057,"Cherokee County, Georgia",159.6862914,0.28499444,0.010080646
13059,"Clarke County, Georgia",139.7543833,0.203354347,0.007431999
13061,"Clay County, Georgia",119.8178941,0.294985654,0.010393627
13063,"Clayton County, Georgia",135.1162769,0.157867562,0.005880422
13065,"Clinch County, Georgia",34.73984873,0.059869437,0.002328536
13067,"Cobb County, Georgia",310.8224753,0.381762534,0.013018406
