fips,county,change,pct_change
2100,"Haines Borough, Alaska",-83.5084,-0.108100313
2110,"Juneau Borough, Alaska",6.831,0.007041041
2122,"Kenai Peninsula Borough, Alaska",-93.3174,-0.091728894
2130,"Ketchikan Gateway Borough, Alaska",-64.4752,-0.067338768
2150,"Kodiak Island Borough, Alaska",66.1328,0.08938469
2170,"Matanuska-Susitna Borough, Alaska",-75.231,-0.089217545
2180,"Nome Census Area, Alaska",16.5154,0.019418811
2185,"North Slope Borough, Alaska",272.6144,0.15277774
2188,"Northwest Arctic Borough, Alaska",259.4578,0.268439185
2220,"Sitka Borough, Alaska",-37.4176,-0.044469714
2240,"Southeast Fairbanks Census Area, Alaska",500.0514,0.642782055
2261,"Valdez-Cordova Census Area, Alaska",-21.0544,-0.018848142
2270,"Wade Hampton Census Area, Alaska",-144.9962,-0.233114286
2290,"Yukon-Koyukuk Census Area, Alaska",-123.7764,-0.153041558
4001,"Apache County, Arizona",14.4008,0.020467334
4003,"Cochise County, Arizona",93.6544,0.134494136
4005,"Coconino County, Arizona",171.3388,0.297122123
4007,"Gila County, Arizona",81.4008,0.115692002
4009,"Graham County, Arizona",185.0852,0.316972956
4011,"Greenlee County, Arizona",544.0032,0.543461478
4012,"La Paz County, Arizona",25.1522,0.043754538
4013,"Maricopa County, Arizona",209.8648,0.270397219
4015,"Mohave County, Arizona",84.779,0.148417163
4017,"Navajo County, Arizona",48.5492,0.073957104
4019,"Pima County, Arizona",158.9224,0.240763207
4021,"Pinal County, Arizona",65.975,0.097018492
4023,"Santa Cruz County, Arizona",199.779,0.349740293
4025,"Yavapai County, Arizona",92.5254,0.159947213
4027,"Yuma County, Arizona",112.3006,0.212811688
5001,"Arkansas County, Arkansas",102.5254,0.177234057
5003,"Ashley County, Arkansas",34.0802,0.047338884
5005,"Baxter County, Arkansas",60.6212,0.118544609
5007,"Benton County, Arkansas",635.6688,0.952553694
5009,"Boone County, Arkansas",117.6738,0.221471857
5011,"Bradley County, Arkansas",-33.2354,-0.05537061
5013,"Calhoun County, Arkansas",233.8266,0.321555491
5015,"Carroll County, Arkansas",3.6882,0.007342451
5017,"Chicot County, Arkansas",63.7026,0.134593175
5019,"Clark County, Arkansas",87.4346,0.171586611
5021,"Clay County, Arkansas",56.3964,0.122440207
5023,"Cleburne County, Arkansas",57.6882,0.114845401
5025,"Cleveland County, Arkansas",63.583,0.137501433
5027,"Columbia County, Arkansas",85.511,0.140761397
5029,"Conway County, Arkansas",57.7646,0.096236577
5031,"Craighead County, Arkansas",79.8316,0.135040371
5033,"Crawford County, Arkansas",81.3532,0.148550489
5035,"Crittenden County, Arkansas",72.114,0.137128579
5037,"Cross County, Arkansas",55.5542,0.106743488
5039,"Dallas County, Arkansas",18.7934,0.034660958
5041,"Desha County, Arkansas",69.6738,0.131131873
5043,"Drew County, Arkansas",33.0996,0.059649624
5045,"Faulkner County, Arkansas",158.0326,0.280215842
5047,"Franklin County, Arkansas",142.8078,0.27827352
5049,"Fulton County, Arkansas",92.8654,0.233838603
5051,"Garland County, Arkansas",87.4872,0.165222068
5053,"Grant County, Arkansas",112.6068,0.20837938
5055,"Greene County, Arkansas",97.0326,0.172053562
5057,"Hempstead County, Arkansas",90.3676,0.174242103
5059,"Hot Spring County, Arkansas",5.2574,0.008552197
5061,"Howard County, Arkansas",5.6068,0.010375408
5063,"Independence County, Arkansas",37.2048,0.062550606
5065,"Izard County, Arkansas",52.1284,0.104913221
5067,"Jackson County, Arkansas",119.1522,0.207276082
5069,"Jefferson County, Arkansas",54.5492,0.083097164
5071,"Johnson County, Arkansas",71.1284,0.143152476
5073,"Lafayette County, Arkansas",107.315,0.215195965
5075,"Lawrence County, Arkansas",76.1428,0.16274795
5077,"Lee County, Arkansas",134.9562,0.289578362
5079,"Lincoln County, Arkansas",93.6738,0.176301865
5081,"Little River County, Arkansas",233.3288,0.274934274
5083,"Logan County, Arkansas",75.2624,0.157210129
5085,"Lonoke County, Arkansas",60.5542,0.116350636
5087,"Madison County, Arkansas",100.1954,0.205400687
5089,"Marion County, Arkansas",567.2098,1.236316294
5091,"Miller County, Arkansas",20.6162,0.031845406
5093,"Mississippi County, Arkansas",183.712,0.316587625
5095,"Monroe County, Arkansas",99.6644,0.234871644
5097,"Montgomery County, Arkansas",26.0902,0.058248781
5099,"Nevada County, Arkansas",220.5542,0.423779383
5101,"Newton County, Arkansas",34.2386,0.085433877
5103,"Ouachita County, Arkansas",-45.3694,-0.073369413
5105,"Perry County, Arkansas",25.5016,0.050952411
5107,"Phillips County, Arkansas",67.8748,0.134638776
5109,"Pike County, Arkansas",100.0376,0.233753246
5111,"Poinsett County, Arkansas",152.3294,0.324332415
5113,"Polk County, Arkansas",81.8366,0.179796091
5115,"Pope County, Arkansas",84.4966,0.132751215
5117,"Prairie County, Arkansas",112.6356,0.233507282
5119,"Pulaski County, Arkansas",168.8936,0.235193002
5121,"Randolph County, Arkansas",10.382,0.021204286
5123,"St. Francis County, Arkansas",106.6068,0.197276354
5125,"Saline County, Arkansas",-24.8096,-0.03977111
5127,"Scott County, Arkansas",37.7696,0.081359601
5129,"Searcy County, Arkansas",74.9994,0.197887286
5131,"Sebastian County, Arkansas",123.4296,0.19119464
5133,"Sevier County, Arkansas",90.315,0.18110631
5135,"Sharp County, Arkansas",50.7696,0.109362937
5137,"Stone County, Arkansas",57.7314,0.139021828
5139,"Union County, Arkansas",375.8028,0.578873107
5141,"Van Buren County, Arkansas",382.8366,0.841097065
5143,"Washington County, Arkansas",146.5636,0.233591166
5145,"White County, Arkansas",104.6594,0.186778185
5147,"Woodruff County, Arkansas",84.6356,0.175459881
5149,"Yell County, Arkansas",39.8222,0.082247059
6001,"Alameda County, California",383.3382,0.401123284
6003,"Alpine County, California",236.0902,0.527093178
6005,"Amador County, California",24.372,0.031999874
6007,"Butte County, California",108.444,0.1758867
6009,"Calaveras County, California",48.31,0.076115899
6011,"Colusa County, California",143.6976,0.235839544
6013,"Contra Costa County, California",337.3382,0.352989101
6015,"Del Norte County, California",-17.7858,-0.02534363
6017,"El Dorado County, California",206.9224,0.31348193
6019,"Fresno County, California",80.908,0.117412479
6021,"Glenn County, California",89.1378,0.147612816
6023,"Humboldt County, California",24.6018,0.03637177
6025,"Imperial County, California",66.578,0.111255936
6027,"Inyo County, California",145.2956,0.218916132
6029,"Kern County, California",89.4246,0.114415832
6031,"Kings County, California",-15.1878,-0.020084693
6033,"Lake County, California",73.1904,0.117328108
6035,"Lassen County, California",59.0132,0.080952357
6037,"Los Angeles County, California",155.0846,0.161057347
6039,"Madera County, California",105.377,0.168435304
6041,"Marin County, California",347.2474,0.391594454
6043,"Mariposa County, California",49.9512,0.08296869
6045,"Mendocino County, California",-11.1446,-0.016654995
6047,"Merced County, California",112.8172,0.181909592
6049,"Modoc County, California",54.4584,0.092688586
6051,"Mono County, California",70.2862,0.126251945
6053,"Monterey County, California",136.1472,0.191526572
6055,"Napa County, California",205.573,0.279909372
6057,"Nevada County, California",123.3626,0.188444168
6059,"Orange County, California",295.166,0.319155654
6061,"Placer County, California",240.8792,0.322409977
6063,"Plumas County, California",65.975,0.097018492
6065,"Riverside County, California",107.6256,0.14266868
6067,"Sacramento County, California",231.7546,0.26569885
6069,"San Benito County, California",123.4678,0.177771167
6071,"San Bernardino County, California",56.6256,0.075062993
6073,"San Diego County, California",303.0896,0.366532577
6075,"San Francisco County, California",952.759,0.854307724
6077,"San Joaquin County, California",59.8122,0.079097018
6079,"San Luis Obispo County, California",88.707,0.12384178
6081,"San Mateo County, California",1041.1228,1.028902321
6083,"Santa Barbara County, California",128.8504,0.160032868
6085,"Santa Clara County, California",1083.3858,0.974605938
6087,"Santa Cruz County, California",90.5586,0.118618927
6089,"Shasta County, California",29.8936,0.041628372
6091,"Sierra County, California",-208.4558,-0.263050381
6093,"Siskiyou County, California",75.3914,0.126366599
6095,"Solano County, California",224.0896,0.270996229
6097,"Sonoma County, California",167.6256,0.222204783
6099,"Stanislaus County, California",126.2142,0.179847184
6101,"Sutter County, California",111.5636,0.177808619
6103,"Tehama County, California",86.6832,0.135799653
6105,"Trinity County, California",28.377,0.045357987
6107,"Tulare County, California",81.3244,0.134270557
6109,"Tuolumne County, California",98.3626,0.150255088
6111,"Ventura County, California",222.7834,0.273616873
6113,"Yolo County, California",214.9174,0.269968719
6115,"Yuba County, California",132.0658,0.176338322
8001,"Adams County, Colorado",143.171,0.181498145
8003,"Alamosa County, Colorado",164.181,0.317676014
8005,"Arapahoe County, Colorado",367.6876,0.417204614
8007,"Archuleta County, Colorado",107.8222,0.222691334
8009,"Baca County, Colorado",71.0902,0.158715438
8011,"Bent County, Colorado",-37.9436,-0.059107373
8013,"Boulder County, Colorado",420.4916,0.544319777
8015,"Chaffee County, Colorado",82.6738,0.155598952
8017,"Cheyenne County, Colorado",135.1378,0.223789136
8019,"Clear Creek County, Colorado",381.2956,0.574496116
8021,"Conejos County, Colorado",52.6212,0.102900629
8023,"Costilla County, Colorado",23.1284,0.046548042
8025,"Crowley County, Colorado",64.4822,0.096890271
8027,"Custer County, Colorado",157.6788,0.398862495
8029,"Delta County, Colorado",128.0614,0.253116485
8031,"Denver County, Colorado",425.9794,0.461505843
8033,"Dolores County, Colorado",666.3006,1.262651805
8035,"Douglas County, Colorado",502.2668,0.69591755
8037,"Eagle County, Colorado",192.3914,0.32247507
8039,"Elbert County, Colorado",173.6882,0.345777662
8041,"El Paso County, Colorado",171.707,0.23971615
8043,"Fremont County, Colorado",94.8172,0.152885891
8045,"Garfield County, Colorado",232.8554,0.347989657
8047,"Gilpin County, Colorado",206.9944,0.401926503
8049,"Grand County, Colorado",127.1428,0.27175557
8051,"Gunnison County, Colorado",181.7696,0.391550403
8053,"Hinsdale County, Colorado",116.3438,0.264023972
8055,"Huerfano County, Colorado",39.5686,0.080517037
8057,"Jackson County, Colorado",-18.1302,-0.028322676
8059,"Jefferson County, Colorado",158.635,0.184166991
8061,"Kiowa County, Colorado",164.0088,0.337472777
8063,"Kit Carson County, Colorado",149.2624,0.311783323
8065,"Lake County, Colorado",-10.2498,-0.016288921
8067,"La Plata County, Colorado",274.4728,0.491422441
8069,"Larimer County, Colorado",198.774,0.281061499
8071,"Las Animas County, Colorado",233.8748,0.463922057
8073,"Lincoln County, Colorado",179.5686,0.365399118
8075,"Logan County, Colorado",120.7264,0.218995432
8077,"Mesa County, Colorado",152.1234,0.240368186
8079,"Mineral County, Colorado",60.583,0.131013782
8081,"Moffat County, Colorado",-1.4846,-0.001745593
8083,"Montezuma County, Colorado",82.1522,0.142911219
8085,"Montrose County, Colorado",110.779,0.193933696
8087,"Morgan County, Colorado",227.3006,0.430738788
8089,"Otero County, Colorado",138.8222,0.2867174
8091,"Ouray County, Colorado",157.6738,0.296755176
8093,"Park County, Colorado",66.0852,0.1131761
8095,"Phillips County, Colorado",200.1954,0.410400804
8097,"Pitkin County, Colorado",229.6688,0.344160141
8099,"Prowers County, Colorado",99.7408,0.190979498
8101,"Pueblo County, Colorado",114.377,0.182820964
8103,"Rio Blanco County, Colorado",274.8122,0.363417923
8105,"Rio Grande County, Colorado",66.5924,0.116950318
8107,"Routt County, Colorado",259.645,0.440557898
8109,"Saguache County, Colorado",63.8222,0.131815626
8111,"San Juan County, Colorado",-484.035,-0.508421434
8113,"San Miguel County, Colorado",296.8748,0.588891014
8115,"Sedgwick County, Colorado",217.2912,0.516488364
8117,"Summit County, Colorado",119.248,0.234854811
8119,"Teller County, Colorado",212.0088,0.436239998
8121,"Washington County, Colorado",272.181,0.52664666
8123,"Weld County, Colorado",224.774,0.317824854
8125,"Yuma County, Colorado",204.6212,0.400136259
9001,"Fairfield County, Connecticut",739.9694,0.619205399
9003,"Hartford County, Connecticut",404.1898,0.403057129
9005,"Litchfield County, Connecticut",-24.097,-0.029205051
9007,"Middlesex County, Connecticut",75.9938,0.085003661
9009,"New Haven County, Connecticut",161.7546,0.185446206
9011,"New London County, Connecticut",188.9556,0.223604346
9013,"Tolland County, Connecticut",35.238,0.045190712
9015,"Windham County, Connecticut",33.0658,0.044150474
10001,"Kent County, Delaware",74.975,0.1102533
10003,"New Castle County, Delaware",333.4722,0.355693133
10005,"Sussex County, Delaware",91.511,0.150638119
11000,District of Columbia,616.558,0.53968429
11001,District of Columbia,616.558,0.53968429
12001,"Alachua County, Florida",173.7502,0.276122773
12003,"Baker County, Florida",38.6738,0.072787301
12005,"Bay County, Florida",123.4584,0.210127079
12007,"Bradford County, Florida",99.0996,0.178589887
12009,"Brevard County, Florida",72.171,0.091491312
12011,"Broward County, Florida",168.8122,0.223241105
12013,"Calhoun County, Florida",17.047,0.031866351
12015,"Charlotte County, Florida",39.3244,0.064926505
12017,"Citrus County, Florida",54.6976,0.089770859
12019,"Clay County, Florida",90.3388,0.156658364
12021,"Collier County, Florida",223.9512,0.371981806
12023,"Columbia County, Florida",101.5924,0.17841771
12027,"DeSoto County, Florida",128.382,0.262208497
12029,"Dixie County, Florida",54.98,0.101062461
12031,"Duval County, Florida",222.305,0.28844744
12033,"Escambia County, Florida",101.6688,0.152351336
12035,"Flagler County, Florida",32.1522,0.055931674
12037,"Franklin County, Florida",59.315,0.11894282
12039,"Gadsden County, Florida",50.4728,0.090367667
12041,"Gilchrist County, Florida",42.5398,0.077421076
12043,"Glades County, Florida",145.0996,0.261487647
12045,"Gulf County, Florida",-98.6662,-0.138446583
12047,"Hamilton County, Florida",-191.8772,-0.189624986
12049,"Hardee County, Florida",101.65,0.224219698
12051,"Hendry County, Florida",120.0996,0.216434517
12053,"Hernando County, Florida",42.9656,0.074979094
12055,"Highlands County, Florida",68.7408,0.131621999
12057,"Hillsborough County, Florida",251.0802,0.348761348
12059,"Holmes County, Florida",78.9036,0.176875671
12061,"Indian River County, Florida",89.5636,0.142745305
12063,"Jackson County, Florida",94.6068,0.175070301
12065,"Jefferson County, Florida",91.7552,0.186023654
12067,"Lafayette County, Florida",32.1284,0.064661373
12069,"Lake County, Florida",64.0852,0.109750943
12071,"Lee County, Florida",120.0564,0.187020168
12073,"Leon County, Florida",112.109,0.169376831
12075,"Levy County, Florida",36.9944,0.071833005
12077,"Liberty County, Florida",86.3532,0.157680461
12079,"Madison County, Florida",65.8604,0.123533123
12081,"Manatee County, Florida",113.8842,0.186354534
12083,"Marion County, Florida",72.8316,0.123199413
12085,"Martin County, Florida",60.2812,0.087021169
12086,"Miami-Dade County, Florida",183.5442,0.231614432
12087,"Monroe County, Florida",112.511,0.185206646
12089,"Nassau County, Florida",83.3338,0.116932443
12091,"Okaloosa County, Florida",219.2718,0.374357595
12093,"Okeechobee County, Florida",104.98,0.192970847
12095,"Orange County, Florida",141.0658,0.188355399
12097,"Osceola County, Florida",115.2862,0.207083424
12099,"Palm Beach County, Florida",206.5442,0.260638133
12101,"Pasco County, Florida",98.6594,0.176070411
12103,"Pinellas County, Florida",177.7214,0.258587129
12105,"Polk County, Florida",84.8028,0.130627181
12107,"Putnam County, Florida",22.243,0.034551857
12109,"St. Johns County, Florida",244.9656,0.427488472
12111,"St. Lucie County, Florida",56.8698,0.088840989
12113,"Santa Rosa County, Florida",73.3388,0.127178315
12115,"Sarasota County, Florida",152.8698,0.238810479
12117,"Seminole County, Florida",158.042,0.235546785
12119,"Sumter County, Florida",137.1666,0.251297557
12121,"Suwannee County, Florida",50.6738,0.095372297
12123,"Taylor County, Florida",45.1616,0.066235049
12125,"Union County, Florida",14.3244,0.023650284
12127,"Volusia County, Florida",104.4584,0.177788943
12129,"Wakulla County, Florida",4.2574,0.0069255
12131,"Walton County, Florida",116.9418,0.236218287
12133,"Washington County, Florida",46.846,0.083333037
13001,"Appling County, Georgia",95.6206,0.107393096
13003,"Atkinson County, Georgia",85.8748,0.170344192
13005,"Bacon County, Georgia",88.449,0.184057467
13007,"Baker County, Georgia",144.3006,0.273452272
13009,"Baldwin County, Georgia",44.444,0.072084288
13011,"Banks County, Georgia",155.5448,0.376207144
13013,"Barrow County, Georgia",38.6306,0.06247172
13015,"Bartow County, Georgia",100.6018,0.14873162
13017,"Ben Hill County, Georgia",-19.7808,-0.03496195
13019,"Berrien County, Georgia",52.1522,0.090723492
13021,"Bibb County, Georgia",50.4534,0.069730685
13023,"Bleckley County, Georgia",-22.2736,-0.040403894
13025,"Brantley County, Georgia",7.6738,0.014442728
13027,"Brooks County, Georgia",141.2768,0.314141676
13029,"Bryan County, Georgia",124.5686,0.253481157
13031,"Bulloch County, Georgia",55.5398,0.101080661
13033,"Burke County, Georgia",511.97,0.62739115
13035,"Butts County, Georgia",79.047,0.147764383
13037,"Calhoun County, Georgia",74.65,0.164663064
13039,"Camden County, Georgia",116.0658,0.154974629
13043,"Candler County, Georgia",4.4346,0.00870271
13045,"Carroll County, Georgia",112.444,0.18237435
13047,"Catoosa County, Georgia",35.712,0.061541855
13049,"Charlton County, Georgia",107.3676,0.207020618
13051,"Chatham County, Georgia",111.9462,0.151677561
13053,"Chattahoochee County, Georgia",142.6782,0.18426215
13055,"Chattooga County, Georgia",50.5398,0.09198082
13057,"Cherokee County, Georgia",159.6594,0.284932771
13059,"Clarke County, Georgia",139.7214,0.203296596
13061,"Clay County, Georgia",119.7984,0.294923506
13063,"Clayton County, Georgia",135.0752,0.157811995
13065,"Clinch County, Georgia",34.712,0.059818573
13067,"Cobb County, Georgia",310.7834,0.381696222
13069,"Coffee County, Georgia",42.1666,0.077251777
13071,"Colquitt County, Georgia",33.2336,0.061914457
13073,"Columbia County, Georgia",102.779,0.179928609
13075,"Cook County, Georgia",10.7552,0.021804994
13077,"Coweta County, Georgia",24.3482,0.035614914
13079,"Crawford County, Georgia",117.583,0.254279146
13081,"Crisp County, Georgia",129.382,0.264250906
13083,"Dade County, Georgia",107.4872,0.202992638
13085,"Dawson County, Georgia",-39.9004,-0.071905517
13087,"Decatur County, Georgia",22.2718,0.038024121
13089,"DeKalb County, Georgia",188.3144,0.214557924
13091,"Dodge County, Georgia",57.6882,0.114845401
13093,"Dooly County, Georgia",53.8748,0.106867897
13095,"Dougherty County, Georgia",53.4678,0.076983904
13097,"Douglas County, Georgia",54.3244,0.089692238
13099,"Early County, Georgia",17.1328,0.023156588
13101,"Echols County, Georgia",72.315,0.14501138
13103,"Effingham County, Georgia",54.5874,0.077383648
13105,"Elbert County, Georgia",50.114,0.095294417
13107,"Emanuel County, Georgia",71.8748,0.142573313
13109,"Evans County, Georgia",65.2624,0.13632186
13111,"Fannin County, Georgia",71.3294,0.15187112
13113,"Fayette County, Georgia",183.8316,0.310963171
13115,"Floyd County, Georgia",52.6544,0.075615327
13117,"Forsyth County, Georgia",291.31,0.458979974
13119,"Franklin County, Georgia",85.6738,0.161245201
13121,"Fulton County, Georgia",529.3238,0.537561282
13123,"Gilmer County, Georgia",22.4872,0.042467717
13125,"Glascock County, Georgia",-17.4314,-0.035470668
13127,"Glynn County, Georgia",126.0038,0.202579694
13129,"Gordon County, Georgia",96.6832,0.151465855
13131,"Grady County, Georgia",109.7026,0.231783652
13133,"Greene County, Georgia",106.9944,0.207753857
13135,"Gwinnett County, Georgia",163.3958,0.194610508
13137,"Habersham County, Georgia",52.712,0.090837653
13139,"Hall County, Georgia",161.109,0.243407147
13141,"Hancock County, Georgia",186.9036,0.418975809
13143,"Haralson County, Georgia",158.98,0.292231903
13145,"Harris County, Georgia",47.3964,0.102900629
13147,"Hart County, Georgia",68.1378,0.11283667
13149,"Heard County, Georgia",253.908,0.368467491
13151,"Henry County, Georgia",-31.4796,-0.04405948
13153,"Houston County, Georgia",145.5874,0.206386163
13155,"Irwin County, Georgia",94.7552,0.192105827
13157,"Jackson County, Georgia",125.712,0.216637256
13159,"Jasper County, Georgia",-84.9436,-0.132322528
13161,"Jeff Davis County, Georgia",12.2718,0.020951356
13163,"Jefferson County, Georgia",63.1522,0.109858992
13165,"Jenkins County, Georgia",64.583,0.139663983
13167,"Johnson County, Georgia",185.0664,0.500269238
13169,"Jones County, Georgia",42.2192,0.074621125
13171,"Lamar County, Georgia",121.5016,0.242761216
13173,"Lanier County, Georgia",130.717,0.294220125
13175,"Laurens County, Georgia",71.6976,0.117671619
13177,"Lee County, Georgia",47.98,0.088195287
13179,"Liberty County, Georgia",129.712,0.223530385
13181,"Lincoln County, Georgia",91.0902,0.203367285
13183,"Long County, Georgia",52.0758,0.109190936
13185,"Lowndes County, Georgia",50.0852,0.085774842
13187,"Lumpkin County, Georgia",46.0996,0.083077251
13189,"McDuffie County, Georgia",68.9944,0.133968252
13191,"McIntosh County, Georgia",49.583,0.107225729
13193,"Macon County, Georgia",25.7214,0.037424998
13195,"Madison County, Georgia",25.4202,0.047198577
13197,"Marion County, Georgia",134.7314,0.324443986
13199,"Meriwether County, Georgia",30.645,0.051997523
13201,"Miller County, Georgia",80.7026,0.170511395
13205,"Mitchell County, Georgia",121.1428,0.258931144
13207,"Monroe County, Georgia",114.3914,0.19173609
13209,"Montgomery County, Georgia",116.7552,0.236708426
13211,"Morgan County, Georgia",44.0852,0.075499371
13213,"Murray County, Georgia",-32.5034,-0.051065556
13215,"Muscogee County, Georgia",144.1616,0.211430744
13217,"Newton County, Georgia",94.6162,0.146151634
13219,"Oconee County, Georgia",114.1522,0.198578128
13221,"Oglethorpe County, Georgia",-6.3118,-0.012565502
13223,"Paulding County, Georgia",60.0996,0.108307004
13225,"Peach County, Georgia",88.3626,0.134979456
13227,"Pickens County, Georgia",207.8316,0.35156074
13229,"Pierce County, Georgia",118.3294,0.251941254
13231,"Pike County, Georgia",74.9944,0.145618611
13233,"Polk County, Georgia",47.2048,0.079363115
13235,"Pulaski County, Georgia",176.9418,0.357416158
13237,"Putnam County, Georgia",-42.623,-0.068128889
13239,"Quitman County, Georgia",-24.4076,-0.0428649
13241,"Rabun County, Georgia",55.5016,0.110892662
13243,"Randolph County, Georgia",96.8366,0.212751289
13245,"Richmond County, Georgia",125.6544,0.180448329
13247,"Rockdale County, Georgia",126.841,0.181679245
13249,"Schley County, Georgia",83.913,0.151717542
13251,"Screven County, Georgia",8.846,0.015735902
13253,"Seminole County, Georgia",79.315,0.159048297
13255,"Spalding County, Georgia",106.2718,0.181435348
13257,"Stephens County, Georgia",120.645,0.204706841
13259,"Stewart County, Georgia",239.1428,0.511144854
13261,"Sumter County, Georgia",100.4584,0.170980914
13263,"Talbot County, Georgia",64.7934,0.119499468
13265,"Taliaferro County, Georgia",36.9036,0.082725617
13267,"Tattnall County, Georgia",63.114,0.120014604
13269,"Taylor County, Georgia",20.779,0.036376464
13271,"Telfair County, Georgia",-7.6324,-0.014716396
13273,"Terrell County, Georgia",103.9562,0.223061008
13275,"Thomas County, Georgia",227.1522,0.395151899
13277,"Tift County, Georgia",169.2718,0.288993769
13279,"Toombs County, Georgia",138.5016,0.276727358
13281,"Towns County, Georgia",50.0902,0.111830998
13283,"Treutlen County, Georgia",138.6406,0.400279594
13285,"Troup County, Georgia",91.908,0.133375514
13287,"Turner County, Georgia",103.3294,0.220003977
13289,"Twiggs County, Georgia",-204.834,-0.221481909
13291,"Union County, Georgia",147.516,0.312875941
13293,"Upson County, Georgia",76.6594,0.136808577
13295,"Walker County, Georgia",-7.422,-0.012402619
13297,"Walton County, Georgia",106.779,0.186931153
13299,"Ware County, Georgia",88.7264,0.16094803
13301,"Warren County, Georgia",196.8222,0.406508105
13303,"Washington County, Georgia",-3.9054,-0.005652583
13305,"Wayne County, Georgia",79.0564,0.123151629
13307,"Webster County, Georgia",74.7934,0.137942622
13309,"Wheeler County, Georgia",140.2098,0.305607661
13311,"White County, Georgia",87.9944,0.170861055
13313,"Whitfield County, Georgia",98.6018,0.145774782
13315,"Wilcox County, Georgia",84.851,0.199111109
13317,"Wilkes County, Georgia",28.4872,0.053798888
13319,"Wilkinson County, Georgia",131.1948,0.151354422
13321,"Worth County, Georgia",127.8892,0.269177632
15001,"Hawaii County, Hawaii",100.109,0.151246958
15003,"Honolulu County, Hawaii",115.4772,0.144072258
15007,"Kauai County, Hawaii",131.9224,0.199858926
